,,,accuracy,accuracy,f1,f1,precision,precision,recall,recall
,,,mean,std,mean,std,mean,std,mean,std
n_layers,model,level,,,,,,,,
1,AnsatzRot,easy,0.7433333333333334,0.014932799662056892,0.7469035581273208,0.023944001899206056,0.7436070866209783,0.057338610846027475,0.7653333333333333,0.10005975226327772
1,AnsatzRot,hard,0.7946666666666666,0.048688548064649464,0.8084530915616603,0.053548288307754655,0.7556665695167625,0.04462680752131477,0.8826666666666667,0.12337029579707369
1,AnsatzRot,medium,0.824,0.025944237284527407,0.8191419709882463,0.03486594343487766,0.8380221676343081,0.02631534168585182,0.8066666666666666,0.08074366990597502
1,AnsatzRotCNOT,easy,0.7566666666666666,0.0475853739723873,0.7323574970779332,0.08248186050139181,0.8013180505815226,0.047729869025564114,0.7,0.16799014749434685
1,AnsatzRotCNOT,hard,0.7153333333333334,0.04288986162119269,0.7138388569439648,0.09809260575158693,0.7213498032310905,0.07436395960974448,0.7573333333333333,0.19338960734715052
1,AnsatzRotCNOT,medium,0.8486666666666667,0.044468767290850496,0.8495703615619186,0.048006605584543297,0.8463001400877375,0.062289348867519065,0.868,0.11124375224610639
1,AnsatzSingleRotX,easy,0.7953333333333333,0.04256705325704966,0.7721412041195512,0.04335263245011187,0.8972133887283975,0.10526023628040082,0.7013333333333333,0.11964699034597809
1,AnsatzSingleRotX,hard,0.776,0.050487280747148366,0.748250544993303,0.08280849011968774,0.8461233495307731,0.07153862400014613,0.696,0.15388307249337077
1,AnsatzSingleRotX,medium,0.7046666666666667,0.05217565381070663,0.6866532928171423,0.10534893262986869,0.7195316507574319,0.03864201069554056,0.6906666666666667,0.18906180951237073
1,AnsatzSingleRotY,easy,0.744,0.014287684593190146,0.7488922586922926,0.024109479715182142,0.7421561062288214,0.05849569010726233,0.772,0.10353743284435826
1,AnsatzSingleRotY,hard,0.7899999999999999,0.04719731143716296,0.8043449642008266,0.05269260817174388,0.7512909081411011,0.04475189191669418,0.88,0.1264911064067351
1,AnsatzSingleRotY,medium,0.8260000000000001,0.026339952609074183,0.8215112520339979,0.035346229324998105,0.8386910639553783,0.026256474601084257,0.8106666666666666,0.08132240363721016
1,AnsatzSingleRotZ,easy,0.6386666666666667,0.03441464537216613,0.6222699561005964,0.08667138803439943,0.6505055363138468,0.037053795563780405,0.6253333333333334,0.17051106412343375
1,AnsatzSingleRotZ,hard,0.644,0.03080528391755834,0.66197239350979,0.06194171819001867,0.6436795707697464,0.0732987224118111,0.7200000000000001,0.1496662954709576
1,AnsatzSingleRotZ,medium,0.45266666666666666,0.024344274032324725,0.4734569895796581,0.08335908683202717,0.4612382966608665,0.019671889431264994,0.52,0.16708453363286008
10,AnsatzRot,easy,0.7773333333333333,0.03268800616627505,0.7752364542557754,0.047372730242079664,0.7871383617291288,0.06987269533825413,0.7853333333333333,0.1314044384211645
10,AnsatzRot,hard,0.7833333333333333,0.046113303737741404,0.7975327397302298,0.0493373084748504,0.750883001766034,0.054366434298582435,0.8640000000000001,0.11294185260108637
10,AnsatzRot,medium,0.8173333333333334,0.041600176834283735,0.8119775572001118,0.054767959057950705,0.8277552560975093,0.03646412848842566,0.8066666666666666,0.10971226735965038
10,AnsatzRotCNOT,easy,0.9893333333333333,0.011426929274467331,0.989567621920563,0.011136766917693077,0.9795821462488129,0.02172743781598956,1.0,0.0
10,AnsatzRotCNOT,hard,0.994,0.00932183199398797,0.99406429238362,0.009223807456753618,0.991025641025641,0.01654550258277216,0.9973333333333334,0.010148325268098527
10,AnsatzRotCNOT,medium,0.984,0.015222487902147714,0.9842573542237408,0.014948883388193933,0.9757720797720798,0.02521906859348503,0.9933333333333334,0.015161960871578029
10,AnsatzSingleRotX,easy,0.7813333333333333,0.04725085902034924,0.7416512850304734,0.09393669785127064,0.8987419455602741,0.0997841144463093,0.6666666666666666,0.17175229423420418
10,AnsatzSingleRotX,hard,0.7533333333333334,0.06524930087263626,0.7039581211942335,0.12888715724648178,0.8575949367365608,0.09018044537909681,0.6413333333333334,0.20355010114996486
10,AnsatzSingleRotX,medium,0.6813333333333333,0.05456620991390016,0.6515263387274179,0.11828716952489832,0.7003084659233583,0.03129407645053352,0.6426666666666667,0.19984361702182993
10,AnsatzSingleRotY,easy,0.8093333333333333,0.038140695374863844,0.7917148815965906,0.03977927285944988,0.8864154586094735,0.09258132188084665,0.728,0.08231143549831398
10,AnsatzSingleRotY,hard,0.7793333333333333,0.0494056630380555,0.7896133538294684,0.06432030913303083,0.749725420915023,0.05013185866446739,0.8506666666666667,0.13893519534569748
10,AnsatzSingleRotY,medium,0.8140000000000001,0.04271800072811103,0.8032688253492514,0.05867370332270371,0.8424203539078691,0.04339202178745041,0.7786666666666666,0.1149432643654621
10,AnsatzSingleRotZ,easy,0.6386666666666667,0.03785027976331113,0.6105428473233736,0.09640527123864812,0.6562216196132634,0.038557404551970105,0.5973333333333334,0.17000878949556436
10,AnsatzSingleRotZ,hard,0.644,0.017733661737517427,0.6575326113722572,0.062104891483699874,0.6424861131762681,0.06289534276832877,0.7066666666666667,0.14492169903287333
10,AnsatzSingleRotZ,medium,0.45399999999999996,0.021750941319305283,0.4612030498261545,0.09671918414002732,0.45794215004173944,0.017160639526692847,0.4986666666666667,0.17059193766237107
