,,,accuracy,accuracy,f1,f1,precision,precision,recall,recall
,,,mean,std,mean,std,mean,std,mean,std
n_layers,model,level,,,,,,,,
1,AnsatzRot,easy,0.9013333333333333,0.01814374278639473,0.8960857366407258,0.022657506661900206,0.9479999289059597,0.06473887045282395,0.86,0.0838718233891495
1,AnsatzRot,hard,0.8306666666666666,0.03050532269364936,0.8330157297618827,0.016292486897216372,0.8389205270960662,0.07863655842552028,0.84,0.07124508452493769
1,AnsatzRot,medium,0.8693333333333333,0.033107279471786724,0.874548829354326,0.030744461903275802,0.8487439522011406,0.05921248893384834,0.9093333333333333,0.0629687023152325
1,AnsatzRotCNOT,easy,0.7446666666666667,0.03919300899424521,0.7227409919593325,0.06570726699727163,0.8156856506539953,0.11619325920758293,0.6880000000000001,0.15345222776778625
1,AnsatzRotCNOT,hard,0.8553333333333334,0.027131014614698606,0.8643917021297555,0.021723348682174667,0.8214610934898727,0.05658693626966,0.9186666666666666,0.05606236264863553
1,AnsatzRotCNOT,medium,0.7793333333333333,0.057170847003752155,0.7595955850811816,0.07140068836088279,0.8496520427352643,0.09797177726649883,0.716,0.1453082336229461
1,AnsatzSingleRotX,easy,0.7253333333333334,0.05276710922622119,0.7245499727501782,0.052636505646778624,0.740238947265114,0.07417495864768357,0.732,0.11937769675596287
1,AnsatzSingleRotX,hard,0.8046666666666666,0.04057630813182974,0.7843280877611876,0.06014915878906173,0.8757397522975652,0.07506478056804086,0.7333333333333333,0.14067162381634196
1,AnsatzSingleRotX,medium,0.7386666666666667,0.0478311205383485,0.7381249664292591,0.037042300158837964,0.7690996543016666,0.10838828349029539,0.7426666666666667,0.12635290844006866
1,AnsatzSingleRotY,easy,0.9026666666666667,0.019464084224865133,0.8975780291552158,0.024334444933367737,0.9470572628763372,0.06466101572096898,0.8640000000000001,0.08763560920082657
1,AnsatzSingleRotY,hard,0.8293333333333333,0.03095417450910669,0.8321940478976476,0.01608892504430018,0.8367880735281289,0.08141384446670494,0.8413333333333333,0.07314290845646805
1,AnsatzSingleRotY,medium,0.868,0.033876041783191736,0.8736562056381728,0.031213104627027106,0.8462427115063516,0.06146247189894943,0.9106666666666666,0.0636224495909582
1,AnsatzSingleRotZ,easy,0.5793333333333333,0.02947042156343264,0.5678905066709973,0.08346233937503954,0.5956066285182335,0.05994678333804321,0.584,0.17596237842416673
1,AnsatzSingleRotZ,hard,0.5426666666666667,0.02765967229134082,0.5336889896921179,0.07511738813170336,0.5579757272762591,0.055208186245391484,0.5519999999999999,0.1768381297625912
1,AnsatzSingleRotZ,medium,0.33399999999999996,0.051501590199754484,0.334423110986718,0.1284614832533508,0.32127281360614696,0.08720079622765017,0.36000000000000004,0.18375395843730635
10,AnsatzRot,easy,0.8993333333333333,0.024344274032324715,0.8949307479592931,0.031887603789041805,0.931212139469672,0.059042631964696925,0.872,0.09060714746869472
10,AnsatzRot,hard,0.8193333333333332,0.035030364496841986,0.8211510298398949,0.027296762946672656,0.8292242824774083,0.08482417934721115,0.8293333333333333,0.08970962095535809
10,AnsatzRot,medium,0.8506666666666667,0.046008494967727465,0.854638455225421,0.05580212195493995,0.8308222506257901,0.058925602801338864,0.892,0.10083786918647662
10,AnsatzRotCNOT,easy,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
10,AnsatzRotCNOT,hard,0.9986666666666667,0.0050741626340492525,0.9986928104575163,0.004974669249067898,0.9974358974358974,0.009758005065479318,1.0,0.0
10,AnsatzRotCNOT,medium,0.9993333333333333,0.0036514837167011117,0.9993197278911565,0.0037260037925521596,1.0,0.0,0.9986666666666667,0.007302967433402224
10,AnsatzSingleRotX,easy,0.7266666666666667,0.03651483716701108,0.7204741052612506,0.04784177704699939,0.7448113489041664,0.06250010932541143,0.716,0.11330763738449041
10,AnsatzSingleRotX,hard,0.7993333333333333,0.0471193154137183,0.772861811945732,0.07715614176057982,0.8742788721235574,0.056196378628045385,0.7133333333333333,0.14709446491692132
10,AnsatzSingleRotX,medium,0.722,0.03336320500605217,0.7075702777431846,0.06442866713530904,0.7639551246592676,0.09622188097680769,0.696,0.1517166142335201
10,AnsatzSingleRotY,easy,0.882,0.03294718867186255,0.873540060098471,0.041341800512184654,0.93380301809912,0.05855439175800873,0.8306666666666668,0.09435564903993364
10,AnsatzSingleRotY,hard,0.7946666666666666,0.051174706395959356,0.784900383088904,0.07007439727677665,0.8259320052459749,0.08181960805896231,0.7733333333333333,0.1449216990328733
10,AnsatzSingleRotY,medium,0.8253333333333334,0.056552284830413614,0.8222616787231934,0.07649672574234163,0.8244519631586363,0.06493722776621882,0.8386666666666667,0.14267719372483958
10,AnsatzSingleRotZ,easy,0.5893333333333334,0.03183289703016883,0.558548282707613,0.0874229822669367,0.6214565088978177,0.08404254086696591,0.5506666666666666,0.1737801491249362
10,AnsatzSingleRotZ,hard,0.5466666666666667,0.02186689094362134,0.529236196326665,0.08138986542488175,0.5647020641488988,0.05546334824700994,0.5399999999999999,0.17663521732655693
10,AnsatzSingleRotZ,medium,0.3313333333333333,0.04833313515615338,0.31848984847466527,0.12528511529427522,0.3115301099160748,0.08670127687987067,0.336,0.16859664168128288
